timestamp,location,vehicle_count,average_speed_kmph,traffic_condition,weather
2026-01-08 17:55:00,Begampur,99,43.9,Heavy,Rainy
2026-01-08 18:01:00,Trichy Road,19,54.94,Moderate,Rainy
2026-01-08 18:04:00,Natham Road,169,28.51,Heavy,Rainy
2026-01-08 18:05:00,Palani Road,18,19.21,Jam,Rainy
2026-01-08 18:07:00,Begampur,165,24.25,Jam,Rainy
2026-01-08 18:16:00,Natham Road,143,21.92,Jam,Clear
2026-01-08 18:22:00,Dindigul Bus Stand,125,51.79,Jam,Rainy
2026-01-08 18:26:00,Begampur,79,42.08,Jam,Rainy
2026-01-08 18:41:00,Palani Road,163,56.88,Jam,Cloudy
2026-01-08 18:42:00,Palani Road,55,49.46,Heavy,Cloudy
2026-01-08 18:47:00,Natham Road,19,64.83,Moderate,Clear
2026-01-08 19:02:00,Trichy Road,79,30.92,Free Flow,Clear
2026-01-08 19:04:00,Nagalk Nagar,73,21.33,Heavy,Cloudy
2026-01-08 19:08:00,Palani Road,102,68.35,Free Flow,Rainy
2026-01-08 19:09:00,Oddanchatram Road,92,34.8,Heavy,Rainy
2026-01-08 19:19:00,Begampur,177,21.74,Free Flow,Cloudy
2026-01-08 19:34:00,Begampur,11,52.69,Jam,Cloudy
2026-01-08 20:16:00,Dindigul Bus Stand,45,49.92,Free Flow,Rainy
2026-01-08 20:21:00,Nagalk Nagar,194,44.65,Moderate,Clear
2026-01-08 20:35:00,Dindigul Bus Stand,15,22.37,Heavy,Clear
2026-01-08 20:50:00,Natham Road,58,32.28,Moderate,Clear
2026-01-08 21:02:00,Dindigul Bus Stand,25,20.78,Jam,Clear
2026-01-08 21:05:00,Trichy Road,191,22.06,Free Flow,Cloudy
2026-01-08 21:07:00,Natham Road,17,34.95,Moderate,Rainy
2026-01-08 21:12:00,Begampur,154,40.94,Jam,Clear
2026-01-08 21:14:00,Oddanchatram Road,138,32.67,Heavy,Clear
2026-01-08 21:16:00,Dindigul Bus Stand,188,35.37,Free Flow,Rainy
2026-01-08 21:17:00,Palani Road,26,33.04,Jam,Cloudy
2026-01-08 21:26:00,Palani Road,82,54.32,Jam,Rainy
2026-01-08 21:46:00,Nagalk Nagar,137,23.36,Free Flow,Cloudy
2026-01-08 21:54:00,Trichy Road,43,27.88,Jam,Rainy
2026-01-08 22:00:00,Oddanchatram Road,188,25.5,Moderate,Clear
2026-01-08 22:02:00,Palani Road,55,63.76,Jam,Rainy
2026-01-08 22:11:00,Trichy Road,141,50.83,Moderate,Cloudy
2026-01-08 22:19:00,Begampur,111,64.59,Heavy,Clear
2026-01-08 22:24:00,Nagalk Nagar,129,29.24,Free Flow,Rainy
2026-01-08 22:34:00,Batlagundu Road,62,60.23,Free Flow,Cloudy
2026-01-08 22:37:00,RM Colony,87,27.56,Free Flow,Rainy
2026-01-08 22:39:00,Palani Road,39,40.38,Jam,Cloudy
2026-01-08 22:41:00,Dindigul Bus Stand,34,62.4,Jam,Rainy
2026-01-08 22:42:00,Natham Road,138,19.63,Jam,Clear
2026-01-08 23:14:00,SPM Nagar,185,37.13,Moderate,Clear
2026-01-08 23:20:00,Trichy Road,151,63.87,Moderate,Clear
2026-01-08 23:27:00,Palani Road,72,34.79,Free Flow,Rainy
2026-01-08 23:40:00,Nagalk Nagar,91,59.49,Moderate,Clear
2026-01-08 23:49:00,Nagalk Nagar,71,52.37,Heavy,Cloudy
2026-01-08 23:51:00,Dindigul Bus Stand,26,52.65,Jam,Clear
2026-01-09 00:11:00,Trichy Road,94,22.84,Free Flow,Clear
2026-01-09 00:17:00,Begampur,13,39.3,Heavy,Clear
2026-01-09 00:26:00,SPM Nagar,14,38.29,Free Flow,Clear
2026-01-09 00:29:00,Trichy Road,15,34.56,Heavy,Cloudy
2026-01-09 00:33:00,Palani Road,94,53.64,Moderate,Cloudy
2026-01-09 00:37:00,Oddanchatram Road,33,21.06,Heavy,Cloudy
2026-01-09 00:39:00,Dindigul Bus Stand,160,54.02,Free Flow,Rainy
2026-01-09 00:39:00,Natham Road,91,53.54,Jam,Rainy
2026-01-09 00:41:00,Batlagundu Road,83,53.61,Jam,Cloudy
2026-01-09 00:53:00,Natham Road,13,63.46,Jam,Cloudy
2026-01-09 00:56:00,SPM Nagar,153,68.56,Heavy,Clear
2026-01-09 01:05:00,Palani Road,114,34.43,Jam,Rainy
2026-01-09 01:05:00,Trichy Road,83,58.84,Moderate,Rainy
2026-01-09 01:17:00,Dindigul Bus Stand,139,30.16,Free Flow,Cloudy
2026-01-09 01:24:00,Batlagundu Road,192,37.01,Moderate,Rainy
2026-01-09 01:25:00,Begampur,19,51.3,Jam,Rainy
2026-01-09 01:31:00,Dindigul Bus Stand,126,31.76,Heavy,Cloudy
2026-01-09 01:37:00,Begampur,52,41.99,Heavy,Cloudy
2026-01-09 01:51:00,Oddanchatram Road,194,21.64,Free Flow,Cloudy
2026-01-09 02:00:00,Palani Road,178,64.99,Jam,Cloudy
2026-01-09 02:12:00,Nagalk Nagar,134,21.77,Heavy,Cloudy
2026-01-09 02:17:00,Nagalk Nagar,91,51.45,Heavy,Cloudy
2026-01-09 02:59:00,Dindigul Bus Stand,33,24.17,Jam,Clear
2026-01-09 03:15:00,Palani Road,64,41.5,Free Flow,Rainy
2026-01-09 03:32:00,Palani Road,28,55.71,Jam,Clear
2026-01-09 03:35:00,Begampur,185,59.07,Jam,Clear
2026-01-09 03:40:00,Trichy Road,70,30.78,Heavy,Clear
2026-01-09 03:47:00,Natham Road,143,38.48,Moderate,Cloudy
2026-01-09 03:50:00,Begampur,198,35.12,Moderate,Cloudy
2026-01-09 03:56:00,Oddanchatram Road,118,40.58,Heavy,Clear
2026-01-09 04:02:00,Natham Road,47,51.92,Moderate,Cloudy
2026-01-09 04:10:00,Batlagundu Road,158,68.86,Heavy,Clear
2026-01-09 04:17:00,Dindigul Bus Stand,95,47.44,Jam,Cloudy
2026-01-09 04:22:00,Batlagundu Road,88,25.01,Moderate,Rainy
2026-01-09 04:32:00,Batlagundu Road,78,38.93,Moderate,Clear
2026-01-09 04:34:00,Natham Road,80,36.74,Moderate,Cloudy
2026-01-09 04:51:00,Nagalk Nagar,90,49.89,Moderate,Cloudy
2026-01-09 04:59:00,Trichy Road,139,25.76,Free Flow,Rainy
2026-01-09 05:18:00,Nagalk Nagar,37,50.96,Jam,Rainy
2026-01-09 05:23:00,Begampur,64,17.36,Heavy,Clear
2026-01-09 05:35:00,Batlagundu Road,155,22.84,Heavy,Cloudy
2026-01-09 05:38:00,Begampur,40,36.49,Free Flow,Cloudy
2026-01-09 05:39:00,Batlagundu Road,37,35.41,Free Flow,Clear
2026-01-09 05:42:00,Natham Road,189,40.03,Free Flow,Rainy
2026-01-09 06:01:00,Oddanchatram Road,178,53.53,Heavy,Cloudy
2026-01-09 06:03:00,Oddanchatram Road,100,38.27,Moderate,Cloudy
2026-01-09 06:22:00,Oddanchatram Road,60,59.14,Free Flow,Cloudy
2026-01-09 06:24:00,Oddanchatram Road,186,67.2,Moderate,Clear
2026-01-09 06:27:00,Dindigul Bus Stand,23,28.75,Heavy,Cloudy
2026-01-09 06:32:00,RM Colony,98,40.76,Heavy,Rainy
2026-01-09 06:41:00,Natham Road,60,42.99,Moderate,Rainy
2026-01-09 06:51:00,RM Colony,74,38.46,Heavy,Rainy
2026-01-09 06:55:00,Trichy Road,166,60.62,Heavy,Rainy
2026-01-09 07:07:00,RM Colony,128,40.33,Free Flow,Clear
2026-01-09 07:14:00,Batlagundu Road,140,62.01,Jam,Rainy
2026-01-09 07:26:00,Batlagundu Road,17,15.07,Free Flow,Cloudy
2026-01-09 07:33:00,Batlagundu Road,177,38.73,Moderate,Cloudy
2026-01-09 07:40:00,Oddanchatram Road,15,36.24,Moderate,Rainy
2026-01-09 07:44:00,SPM Nagar,19,42.1,Free Flow,Clear
2026-01-09 07:53:00,Oddanchatram Road,19,23.92,Jam,Rainy
2026-01-09 08:03:00,Batlagundu Road,158,44.33,Moderate,Clear
2026-01-09 08:06:00,Nagalk Nagar,106,23.33,Jam,Clear
2026-01-09 08:08:00,Dindigul Bus Stand,54,56.07,Moderate,Cloudy
2026-01-09 08:14:00,Oddanchatram Road,179,36.42,Jam,Rainy
2026-01-09 08:17:00,Batlagundu Road,65,64.41,Free Flow,Clear
2026-01-09 08:25:00,SPM Nagar,126,65.43,Free Flow,Rainy
2026-01-09 08:29:00,Batlagundu Road,88,53.67,Jam,Cloudy
2026-01-09 08:36:00,Natham Road,20,40.26,Heavy,Rainy
2026-01-09 08:54:00,Trichy Road,151,38.55,Jam,Cloudy
2026-01-09 08:58:00,Batlagundu Road,112,37.83,Free Flow,Rainy
2026-01-09 08:59:00,Palani Road,157,68.59,Moderate,Cloudy
2026-01-09 09:00:00,Begampur,146,28.62,Jam,Clear
2026-01-09 09:21:00,Nagalk Nagar,79,25.63,Moderate,Clear
2026-01-09 09:23:00,Begampur,71,43.45,Jam,Cloudy
2026-01-09 09:39:00,Begampur,54,48.0,Jam,Rainy
2026-01-09 09:49:00,RM Colony,144,50.63,Jam,Cloudy
2026-01-09 09:55:00,Palani Road,52,36.57,Jam,Rainy
2026-01-09 10:00:00,Dindigul Bus Stand,18,17.07,Free Flow,Cloudy
2026-01-09 10:06:00,Nagalk Nagar,125,28.48,Moderate,Cloudy
2026-01-09 10:17:00,Dindigul Bus Stand,160,45.32,Heavy,Cloudy
2026-01-09 10:24:00,Batlagundu Road,32,57.93,Jam,Clear
2026-01-09 10:29:00,RM Colony,156,50.19,Heavy,Clear
2026-01-09 10:53:00,Begampur,133,32.04,Heavy,Clear
2026-01-09 11:22:00,Begampur,29,22.75,Free Flow,Clear
2026-01-09 11:31:00,Oddanchatram Road,27,50.72,Jam,Rainy
2026-01-09 11:35:00,SPM Nagar,174,57.78,Jam,Rainy
2026-01-09 11:37:00,Nagalk Nagar,144,55.31,Free Flow,Clear
2026-01-09 11:43:00,RM Colony,16,38.21,Moderate,Cloudy
2026-01-09 11:45:00,Begampur,97,33.57,Moderate,Cloudy
2026-01-09 11:46:00,Palani Road,25,15.77,Moderate,Rainy
2026-01-09 11:48:00,Oddanchatram Road,142,59.57,Jam,Cloudy
2026-01-09 12:16:00,Oddanchatram Road,194,15.67,Jam,Clear
2026-01-09 12:21:00,Palani Road,116,20.77,Jam,Clear
2026-01-09 12:43:00,Begampur,13,62.19,Free Flow,Rainy
2026-01-09 12:46:00,RM Colony,86,19.4,Jam,Clear
2026-01-09 12:56:00,RM Colony,153,68.66,Free Flow,Rainy
2026-01-09 13:02:00,Nagalk Nagar,44,26.06,Heavy,Cloudy
2026-01-09 13:03:00,SPM Nagar,146,64.77,Free Flow,Cloudy
2026-01-09 13:08:00,Batlagundu Road,132,38.34,Moderate,Rainy
2026-01-09 13:18:00,Nagalk Nagar,34,68.88,Free Flow,Rainy
2026-01-09 13:38:00,Trichy Road,134,56.97,Free Flow,Clear
2026-01-09 13:41:00,SPM Nagar,60,18.89,Free Flow,Clear
2026-01-09 13:43:00,RM Colony,113,59.51,Heavy,Cloudy
2026-01-09 13:49:00,SPM Nagar,15,69.17,Moderate,Cloudy
2026-01-09 14:04:00,Begampur,155,19.13,Heavy,Clear
2026-01-09 14:18:00,Nagalk Nagar,15,42.91,Heavy,Cloudy
2026-01-09 14:19:00,Dindigul Bus Stand,150,22.15,Heavy,Clear
2026-01-09 14:21:00,Dindigul Bus Stand,70,26.32,Free Flow,Rainy
2026-01-09 14:28:00,RM Colony,64,19.33,Moderate,Rainy
2026-01-09 14:45:00,Dindigul Bus Stand,174,23.66,Moderate,Clear
2026-01-09 14:56:00,RM Colony,168,48.74,Moderate,Cloudy
2026-01-09 14:58:00,Batlagundu Road,108,42.54,Heavy,Clear
2026-01-09 15:16:00,Dindigul Bus Stand,148,69.02,Jam,Rainy
2026-01-09 15:26:00,RM Colony,33,67.29,Moderate,Cloudy
2026-01-09 15:58:00,Begampur,51,67.42,Jam,Clear
2026-01-09 16:47:00,Dindigul Bus Stand,12,63.93,Jam,Cloudy
2026-01-09 16:50:00,Trichy Road,111,25.73,Jam,Clear
2026-01-09 16:59:00,Dindigul Bus Stand,151,63.69,Heavy,Clear
2026-01-09 17:02:00,Nagalk Nagar,47,26.34,Free Flow,Clear
2026-01-09 17:03:00,Palani Road,24,25.95,Moderate,Cloudy
2026-01-09 17:12:00,Natham Road,119,50.05,Heavy,Rainy
2026-01-09 17:14:00,Nagalk Nagar,146,24.03,Free Flow,Rainy
2026-01-09 17:29:00,Begampur,70,40.3,Moderate,Rainy
2026-01-09 17:32:00,Begampur,22,44.01,Heavy,Rainy
2026-01-09 17:42:00,RM Colony,83,42.29,Moderate,Cloudy
2026-01-09 17:43:00,Palani Road,79,56.2,Free Flow,Clear
2026-01-09 17:47:00,Begampur,150,67.74,Jam,Rainy
2026-01-09 18:03:00,RM Colony,93,23.77,Heavy,Clear
2026-01-09 18:24:00,Natham Road,93,54.62,Heavy,Rainy
2026-01-09 18:25:00,Nagalk Nagar,116,63.92,Free Flow,Rainy
2026-01-09 18:44:00,Dindigul Bus Stand,97,49.06,Heavy,Clear
2026-01-09 18:53:00,SPM Nagar,77,64.47,Heavy,Cloudy
2026-01-09 18:56:00,Palani Road,28,50.84,Free Flow,Cloudy
2026-01-09 18:57:00,Natham Road,156,60.67,Heavy,Clear
2026-01-09 18:59:00,RM Colony,80,61.56,Heavy,Rainy
2026-01-09 19:16:00,SPM Nagar,108,21.62,Jam,Cloudy
2026-01-09 19:31:00,Batlagundu Road,123,50.93,Jam,Clear
2026-01-09 19:45:00,Batlagundu Road,54,68.29,Moderate,Cloudy
2026-01-09 19:47:00,Oddanchatram Road,64,22.95,Jam,Clear
2026-01-09 20:01:00,Nagalk Nagar,114,42.56,Jam,Rainy
2026-01-09 20:05:00,Nagalk Nagar,79,66.03,Jam,Cloudy
2026-01-09 20:15:00,Natham Road,122,23.09,Jam,Cloudy
2026-01-09 20:25:00,Batlagundu Road,144,32.15,Heavy,Clear
2026-01-09 20:35:00,Trichy Road,176,65.47,Heavy,Rainy
2026-01-09 20:38:00,Natham Road,44,54.8,Free Flow,Clear
2026-01-09 20:41:00,Oddanchatram Road,13,67.49,Heavy,Rainy
2026-01-09 20:49:00,Palani Road,110,37.07,Jam,Clear
2026-01-09 20:53:00,Palani Road,86,22.45,Heavy,Rainy
2026-01-09 20:58:00,SPM Nagar,59,69.59,Moderate,Rainy
2026-01-09 21:09:00,Natham Road,101,60.01,Jam,Clear
2026-01-09 21:25:00,Dindigul Bus Stand,93,52.98,Moderate,Clear
2026-01-09 21:27:00,Batlagundu Road,48,52.28,Moderate,Rainy
2026-01-09 21:40:00,Begampur,93,33.32,Moderate,Cloudy
2026-01-09 21:55:00,Begampur,95,35.43,Moderate,Clear
2026-01-09 22:04:00,Batlagundu Road,152,39.52,Moderate,Clear
2026-01-09 22:19:00,Begampur,138,43.68,Moderate,Cloudy
2026-01-09 22:20:00,Oddanchatram Road,97,35.77,Moderate,Rainy
2026-01-09 22:45:00,Nagalk Nagar,12,21.8,Moderate,Cloudy
2026-01-09 22:56:00,Oddanchatram Road,104,55.96,Free Flow,Rainy
2026-01-09 22:56:00,Trichy Road,87,64.99,Jam,Clear
2026-01-09 23:15:00,Palani Road,59,45.77,Jam,Rainy
2026-01-09 23:17:00,Nagalk Nagar,87,36.69,Heavy,Clear
2026-01-09 23:22:00,SPM Nagar,198,48.98,Heavy,Rainy
2026-01-09 23:24:00,Natham Road,113,62.75,Moderate,Cloudy
2026-01-09 23:42:00,RM Colony,160,35.49,Moderate,Clear
2026-01-09 23:47:00,Oddanchatram Road,194,23.45,Heavy,Rainy
2026-01-10 00:12:00,SPM Nagar,157,39.84,Moderate,Rainy
2026-01-10 01:34:00,SPM Nagar,198,21.61,Heavy,Clear
2026-01-10 01:35:00,Nagalk Nagar,57,40.12,Free Flow,Clear
2026-01-10 01:41:00,Nagalk Nagar,70,49.95,Heavy,Rainy
2026-01-10 01:50:00,Begampur,157,57.79,Heavy,Cloudy
2026-01-10 01:56:00,Nagalk Nagar,192,15.91,Moderate,Clear
2026-01-10 01:59:00,Begampur,144,40.4,Jam,Cloudy
2026-01-10 02:23:00,Dindigul Bus Stand,133,48.47,Moderate,Rainy
2026-01-10 02:24:00,Begampur,157,35.2,Jam,Clear
2026-01-10 02:28:00,Natham Road,97,16.9,Jam,Clear
2026-01-10 02:30:00,RM Colony,174,17.62,Free Flow,Cloudy
2026-01-10 02:31:00,SPM Nagar,136,40.2,Jam,Cloudy
2026-01-10 02:31:00,RM Colony,105,30.32,Free Flow,Cloudy
2026-01-10 02:33:00,Batlagundu Road,33,26.84,Heavy,Clear
2026-01-10 02:37:00,SPM Nagar,88,52.87,Heavy,Clear
2026-01-10 02:43:00,Trichy Road,31,63.46,Jam,Cloudy
2026-01-10 02:44:00,Batlagundu Road,118,50.47,Moderate,Cloudy
2026-01-10 03:00:00,Oddanchatram Road,74,65.98,Jam,Clear
2026-01-10 03:20:00,Nagalk Nagar,18,18.92,Jam,Clear
2026-01-10 03:21:00,Trichy Road,169,22.52,Free Flow,Rainy
2026-01-10 03:37:00,Batlagundu Road,144,24.23,Heavy,Rainy
2026-01-10 03:38:00,Batlagundu Road,116,27.19,Free Flow,Clear
2026-01-10 03:44:00,RM Colony,158,41.48,Free Flow,Clear
2026-01-10 03:48:00,Dindigul Bus Stand,120,31.22,Jam,Rainy
2026-01-10 03:56:00,Trichy Road,122,16.6,Free Flow,Cloudy
2026-01-10 04:11:00,Palani Road,55,63.86,Moderate,Cloudy
2026-01-10 04:13:00,Nagalk Nagar,147,51.81,Jam,Rainy
2026-01-10 04:14:00,SPM Nagar,180,41.72,Jam,Rainy
2026-01-10 04:19:00,SPM Nagar,14,18.67,Jam,Cloudy
2026-01-10 04:20:00,Natham Road,104,29.21,Heavy,Rainy
2026-01-10 04:22:00,Oddanchatram Road,104,36.96,Jam,Rainy
2026-01-10 04:31:00,Trichy Road,136,15.2,Free Flow,Cloudy
2026-01-10 04:33:00,Batlagundu Road,34,30.2,Heavy,Rainy
2026-01-10 04:55:00,SPM Nagar,197,66.35,Free Flow,Clear
2026-01-10 04:56:00,Nagalk Nagar,175,19.97,Free Flow,Rainy
2026-01-10 05:03:00,SPM Nagar,53,69.1,Jam,Rainy
2026-01-10 05:04:00,Begampur,75,16.24,Heavy,Rainy
2026-01-10 05:06:00,Oddanchatram Road,59,51.7,Jam,Clear
2026-01-10 05:09:00,Trichy Road,49,61.01,Jam,Rainy
2026-01-10 05:09:00,Oddanchatram Road,57,18.58,Free Flow,Clear
2026-01-10 05:12:00,Trichy Road,34,47.63,Moderate,Cloudy
2026-01-10 05:30:00,Trichy Road,175,44.62,Moderate,Rainy
2026-01-10 05:38:00,Batlagundu Road,19,45.41,Jam,Cloudy
2026-01-10 05:38:00,Dindigul Bus Stand,191,17.96,Moderate,Clear
2026-01-10 05:41:00,Begampur,133,66.44,Jam,Clear
2026-01-10 05:42:00,SPM Nagar,158,52.71,Free Flow,Cloudy
2026-01-10 05:48:00,Nagalk Nagar,31,38.0,Heavy,Rainy
2026-01-10 05:49:00,Dindigul Bus Stand,109,27.18,Moderate,Clear
2026-01-10 05:58:00,Natham Road,30,44.08,Moderate,Clear
2026-01-10 06:01:00,SPM Nagar,119,68.33,Jam,Clear
2026-01-10 06:35:00,Batlagundu Road,187,50.0,Moderate,Cloudy
2026-01-10 06:35:00,Batlagundu Road,73,24.93,Free Flow,Clear
2026-01-10 06:37:00,Trichy Road,135,59.16,Moderate,Rainy
2026-01-10 06:40:00,Batlagundu Road,174,47.84,Heavy,Cloudy
2026-01-10 06:45:00,Oddanchatram Road,140,29.06,Heavy,Clear
2026-01-10 06:46:00,Dindigul Bus Stand,137,62.87,Moderate,Rainy
2026-01-10 06:57:00,RM Colony,190,41.17,Jam,Clear
2026-01-10 07:03:00,SPM Nagar,127,63.79,Free Flow,Rainy
2026-01-10 07:04:00,Trichy Road,33,44.16,Moderate,Cloudy
2026-01-10 07:54:00,Trichy Road,15,17.42,Free Flow,Rainy
2026-01-10 08:01:00,Dindigul Bus Stand,13,33.61,Heavy,Rainy
2026-01-10 08:04:00,Palani Road,120,45.67,Free Flow,Cloudy
2026-01-10 08:07:00,SPM Nagar,78,30.37,Jam,Rainy
2026-01-10 08:24:00,Natham Road,169,27.98,Free Flow,Clear
2026-01-10 08:42:00,Dindigul Bus Stand,180,35.43,Heavy,Rainy
2026-01-10 08:47:00,Natham Road,136,34.3,Free Flow,Clear
2026-01-10 08:57:00,Dindigul Bus Stand,82,63.59,Moderate,Clear
2026-01-10 08:59:00,Oddanchatram Road,199,64.97,Jam,Rainy
2026-01-10 08:59:00,Oddanchatram Road,69,61.63,Heavy,Rainy
2026-01-10 09:16:00,Dindigul Bus Stand,56,27.8,Heavy,Cloudy
2026-01-10 09:30:00,Palani Road,172,47.01,Free Flow,Cloudy
2026-01-10 09:51:00,Nagalk Nagar,83,68.55,Moderate,Rainy
2026-01-10 09:52:00,Batlagundu Road,19,50.18,Moderate,Cloudy
2026-01-10 10:01:00,Nagalk Nagar,173,39.35,Moderate,Cloudy
2026-01-10 10:19:00,Nagalk Nagar,83,33.81,Jam,Clear
2026-01-10 10:24:00,Dindigul Bus Stand,198,34.55,Free Flow,Rainy
2026-01-10 10:57:00,SPM Nagar,78,25.06,Jam,Rainy
2026-01-10 10:58:00,Nagalk Nagar,88,58.95,Free Flow,Clear
2026-01-10 11:32:00,Natham Road,36,17.27,Heavy,Rainy
2026-01-10 11:36:00,Palani Road,51,61.68,Heavy,Clear
2026-01-10 11:43:00,Dindigul Bus Stand,123,21.43,Free Flow,Cloudy
2026-01-10 11:56:00,Natham Road,190,29.11,Heavy,Cloudy
2026-01-10 12:02:00,Begampur,116,47.0,Moderate,Cloudy
2026-01-10 12:06:00,RM Colony,193,46.1,Jam,Rainy
2026-01-10 12:20:00,SPM Nagar,31,58.57,Free Flow,Rainy
2026-01-10 12:25:00,Batlagundu Road,180,16.05,Jam,Clear
2026-01-10 12:25:00,Trichy Road,118,63.12,Jam,Clear
2026-01-10 12:26:00,Oddanchatram Road,68,28.06,Free Flow,Cloudy
2026-01-10 12:34:00,Trichy Road,140,48.78,Moderate,Cloudy
2026-01-10 12:38:00,Nagalk Nagar,84,61.81,Heavy,Cloudy
2026-01-10 12:40:00,Natham Road,66,34.13,Free Flow,Rainy
2026-01-10 12:56:00,RM Colony,172,34.67,Heavy,Cloudy
2026-01-10 13:04:00,Dindigul Bus Stand,125,57.24,Heavy,Rainy
2026-01-10 13:14:00,Palani Road,149,22.49,Free Flow,Cloudy
2026-01-10 13:22:00,Trichy Road,74,58.11,Heavy,Rainy
2026-01-10 13:22:00,SPM Nagar,116,44.88,Heavy,Cloudy
2026-01-10 13:28:00,Begampur,148,55.52,Jam,Clear
2026-01-10 13:36:00,Batlagundu Road,116,28.6,Free Flow,Clear
2026-01-10 13:39:00,Dindigul Bus Stand,140,25.48,Jam,Rainy
2026-01-10 13:41:00,Oddanchatram Road,122,27.06,Moderate,Cloudy
2026-01-10 13:50:00,Dindigul Bus Stand,194,34.71,Heavy,Clear
2026-01-10 13:57:00,Oddanchatram Road,120,58.88,Jam,Rainy
2026-01-10 14:00:00,Nagalk Nagar,178,53.15,Jam,Clear
2026-01-10 14:01:00,Palani Road,165,23.25,Moderate,Rainy
2026-01-10 14:15:00,Batlagundu Road,11,36.92,Heavy,Rainy
2026-01-10 14:16:00,Palani Road,19,52.09,Heavy,Rainy
2026-01-10 14:24:00,Dindigul Bus Stand,158,47.53,Moderate,Clear
2026-01-10 14:30:00,Oddanchatram Road,147,50.76,Free Flow,Cloudy
2026-01-10 14:44:00,Dindigul Bus Stand,17,38.16,Free Flow,Cloudy
2026-01-10 14:45:00,Nagalk Nagar,11,48.29,Moderate,Rainy
2026-01-10 14:46:00,Batlagundu Road,114,52.08,Free Flow,Rainy
2026-01-10 14:47:00,Natham Road,69,62.43,Free Flow,Rainy
2026-01-10 14:48:00,Dindigul Bus Stand,52,45.13,Free Flow,Rainy
2026-01-10 14:50:00,Nagalk Nagar,46,29.94,Moderate,Cloudy
2026-01-10 15:22:00,Trichy Road,186,36.84,Heavy,Rainy
2026-01-10 15:28:00,RM Colony,159,58.11,Free Flow,Clear
2026-01-10 16:10:00,Batlagundu Road,105,29.39,Free Flow,Rainy
2026-01-10 16:27:00,Dindigul Bus Stand,102,57.76,Moderate,Cloudy
2026-01-10 16:28:00,Batlagundu Road,111,31.48,Jam,Clear
2026-01-10 16:30:00,Palani Road,168,50.1,Heavy,Rainy
2026-01-10 16:38:00,Trichy Road,40,40.53,Jam,Clear
2026-01-10 16:49:00,Batlagundu Road,102,55.55,Jam,Clear
2026-01-10 16:52:00,Palani Road,185,50.77,Heavy,Rainy
2026-01-10 16:55:00,Oddanchatram Road,123,15.21,Moderate,Rainy
2026-01-10 16:55:00,Palani Road,25,47.53,Jam,Clear
2026-01-10 17:04:00,SPM Nagar,130,52.45,Moderate,Cloudy
2026-01-10 17:04:00,RM Colony,117,58.64,Heavy,Cloudy
2026-01-10 17:10:00,Batlagundu Road,57,37.56,Jam,Clear
2026-01-10 17:16:00,Nagalk Nagar,174,16.36,Free Flow,Rainy
2026-01-10 17:18:00,Begampur,76,30.53,Moderate,Rainy
2026-01-10 17:27:00,Oddanchatram Road,199,18.01,Jam,Clear
2026-01-10 17:39:00,Nagalk Nagar,157,42.7,Free Flow,Clear
2026-01-10 17:47:00,Trichy Road,188,60.34,Jam,Rainy
2026-01-10 17:56:00,Dindigul Bus Stand,188,64.52,Heavy,Rainy
2026-01-10 17:57:00,SPM Nagar,179,49.46,Heavy,Cloudy
2026-01-10 18:25:00,Oddanchatram Road,59,48.09,Heavy,Cloudy
2026-01-10 18:49:00,Begampur,151,39.97,Jam,Rainy
2026-01-10 19:00:00,Dindigul Bus Stand,142,56.2,Moderate,Rainy
2026-01-10 19:09:00,SPM Nagar,175,67.14,Moderate,Rainy
2026-01-10 20:07:00,Batlagundu Road,109,44.49,Moderate,Rainy
2026-01-10 20:09:00,SPM Nagar,126,64.25,Jam,Cloudy
2026-01-10 20:24:00,Dindigul Bus Stand,130,46.45,Moderate,Cloudy
2026-01-10 20:36:00,RM Colony,161,51.25,Jam,Clear
2026-01-10 20:40:00,Oddanchatram Road,141,43.04,Heavy,Clear
2026-01-10 20:40:00,Oddanchatram Road,127,37.94,Heavy,Rainy
2026-01-10 20:45:00,Oddanchatram Road,164,37.69,Heavy,Cloudy
2026-01-10 20:52:00,Trichy Road,40,39.19,Free Flow,Cloudy
2026-01-10 20:56:00,Trichy Road,106,34.45,Moderate,Clear
2026-01-10 21:13:00,RM Colony,16,39.83,Free Flow,Clear
2026-01-10 21:14:00,Oddanchatram Road,185,66.89,Jam,Rainy
2026-01-10 21:17:00,Batlagundu Road,87,48.78,Jam,Clear
2026-01-10 21:18:00,Batlagundu Road,142,48.89,Jam,Rainy
2026-01-10 21:26:00,Oddanchatram Road,67,15.13,Heavy,Cloudy
2026-01-10 21:32:00,Batlagundu Road,35,23.77,Free Flow,Rainy
2026-01-10 21:36:00,Trichy Road,194,18.9,Free Flow,Clear
2026-01-10 21:50:00,Palani Road,119,30.83,Heavy,Clear
2026-01-10 21:51:00,Nagalk Nagar,142,69.89,Moderate,Cloudy
2026-01-10 21:55:00,Nagalk Nagar,54,65.76,Jam,Rainy
2026-01-10 22:00:00,RM Colony,66,28.9,Jam,Cloudy
2026-01-10 22:38:00,Nagalk Nagar,34,55.3,Heavy,Rainy
2026-01-10 22:39:00,RM Colony,119,48.24,Moderate,Clear
2026-01-10 22:48:00,Batlagundu Road,38,54.41,Heavy,Rainy
2026-01-10 22:53:00,Trichy Road,87,25.53,Free Flow,Clear
